CATEGORÍA;ID MÉTRICA;NOMBRE MÉTRICA;EQUIPO;PERIODO;VALOR;DORSAL DEL JUGADOR;NOMBRE DEL JUGADOR;DORSAL DEL JUGADOR SECUNDARIO;NOMBRE DEL JUGADOR SECUNDARIO;ID JUGADOR;ID JUGADOR SECUNDARIO;ID EQUIPO;ID PARTIDO
CONTEXTO DEL PARTIDO;TeamPossessionsTimeOwnFieldMinutes;Posesion balon 1/2 campo propio (minutos);Villarreal CF;Total Partido;22;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamPossessionsTimeOwnFieldMinutes;Posesion balon 1/2 campo propio (minutos);Atlético de Madrid;Total Partido;23;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamPossessionsTimeOwnFieldSeconds;Posesion balon 1/2 campo propio (segundos);Villarreal CF;Total Partido;41;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamPossessionsTimeOwnFieldSeconds;Posesion balon 1/2 campo propio (segundos);Atlético de Madrid;Total Partido;50;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamPossessionsOwnField;Posesion balon 1/2 campo propio (Nº);Villarreal CF;Total Partido;56;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamPossessionsOwnField;Posesion balon 1/2 campo propio (Nº);Atlético de Madrid;Total Partido;60;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamPossessionsTimeOpponentFieldP;Posesion balon 1/2 campo rival (%);Villarreal CF;Total Partido;19,036287923854847;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamPossessionsTimeOpponentFieldP;Posesion balon 1/2 campo rival (%);Atlético de Madrid;Total Partido;23,159591617409998;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamPossessionsTimeOpponentFieldMinutes;Posesion balon 1/2 campo rival (minutos);Villarreal CF;Total Partido;5;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamPossessionsTimeOpponentFieldMinutes;Posesion balon 1/2 campo rival (minutos);Atlético de Madrid;Total Partido;7;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamPossessionsTimeOpponentFieldSeconds;Posesion balon 1/2 campo rival (segundos);Villarreal CF;Total Partido;20;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamPossessionsTimeOpponentFieldSeconds;Posesion balon 1/2 campo rival (segundos);Atlético de Madrid;Total Partido;11;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamPossessionsOpponentField;Posesion balon 1/2 campo rival (Nº);Villarreal CF;Total Partido;22;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamPossessionsOpponentField;Posesion balon 1/2 campo rival (Nº);Atlético de Madrid;Total Partido;22;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamPossessionsTimeP0To15;Posesion balon minuto 0 a minuto 15 (%);Villarreal CF;Total Partido;45,42314335060449;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamPossessionsTimeP0To15;Posesion balon minuto 0 a minuto 15 (%);Atlético de Madrid;Total Partido;54,5768566493955;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamPossessionsTimeP0To30;Posesion balon minuto 0 a minuto 30 (%);Villarreal CF;Total Partido;48,69565217391304;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamPossessionsTimeP0To30;Posesion balon minuto 0 a minuto 30 (%);Atlético de Madrid;Total Partido;51,30434782608695;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamPossessionsTimeP0To45;Posesion balon minuto 0 a minuto 45 (%);Villarreal CF;Total Partido;51,523178807947026;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamPossessionsTimeP0To45;Posesion balon minuto 0 a minuto 45 (%);Atlético de Madrid;Total Partido;48,47682119205299;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamPossessionsTimeP1T;Posesión del Balón (%);Villarreal CF;Total Partido;51,578947368421055;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamPossessionsTimeP1T;Posesión del Balón (%);Atlético de Madrid;Total Partido;48,421052631578945;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamPossessionsTimeP0To60;Posesion balon minuto 0 a minuto 60 (%);Villarreal CF;Total Partido;51,06951871657755;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamPossessionsTimeP0To60;Posesion balon minuto 0 a minuto 60 (%);Atlético de Madrid;Total Partido;48,93048128342246;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamPossessionsTimeP0To75;Posesion balon minuto 0 a minuto 75 (%);Villarreal CF;Total Partido;46,82121531436599;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamPossessionsTimeP0To75;Posesion balon minuto 0 a minuto 75 (%);Atlético de Madrid;Total Partido;53,178784685634;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamPossessionsTimeP0To90;Posesion balon minuto 0 a minuto 90 (%);Villarreal CF;Total Partido;47,2732661529342;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamPossessionsTimeP0To90;Posesion balon minuto 0 a minuto 90 (%);Atlético de Madrid;Total Partido;52,726733847065795;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamShotsMin15;Remates totales minuto 15 (Nº);Villarreal CF;Total Partido;0;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamShotsMin15;Remates totales minuto 15 (Nº);Atlético de Madrid;Total Partido;1;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamShotsMin30;Remates totales minuto 30 (Nº);Villarreal CF;Total Partido;2;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamShotsMin30;Remates totales minuto 30 (Nº);Atlético de Madrid;Total Partido;2;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamShotsMin45;Remates totales minuto 45 (Nº);Villarreal CF;Total Partido;3;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamShotsMin45;Remates totales minuto 45 (Nº);Atlético de Madrid;Total Partido;4;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamShots1T;Remates totales (Nº);Villarreal CF;Total Partido;5;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamShots1T;Remates totales (Nº);Atlético de Madrid;Total Partido;5;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamShotsMin60;Remates totales minuto 60 (Nº);Villarreal CF;Total Partido;7;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamShotsMin60;Remates totales minuto 60 (Nº);Atlético de Madrid;Total Partido;5;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamShotsMin75;Remates totales minuto 75 (Nº);Villarreal CF;Total Partido;7;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamShotsMin75;Remates totales minuto 75 (Nº);Atlético de Madrid;Total Partido;8;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamShotsMin90;Remates totales minuto 90 (Nº);Villarreal CF;Total Partido;9;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamShotsMin90;Remates totales minuto 90 (Nº);Atlético de Madrid;Total Partido;9;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamShots;Remates totales (Nº);Villarreal CF;Total Partido;9;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamShots;Remates totales (Nº);Atlético de Madrid;Total Partido;9;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamOffensiveDangerousness;"Peligrosidad Ofensiva (puntos xG) ";Villarreal CF;Total Partido;0,08743490340809028;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamOffensiveDangerousness;"Peligrosidad Ofensiva (puntos xG) ";Atlético de Madrid;Total Partido;0,12330762089954482;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamOffensiveSuccess;Aprovechamiento Ofensivo (Goles a favor);Villarreal CF;Total Partido;1,2130858693271875;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamOffensiveSuccess;Aprovechamiento Ofensivo (Goles a favor);Atlético de Madrid;Total Partido;0,8902314119040966;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamCentroidGlobalMin15;Centroide colectivo global minuto 15;Villarreal CF;Total Partido;48,27;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamCentroidGlobalMin15;Centroide colectivo global minuto 15;Atlético de Madrid;Total Partido;44,36;;;;;;;34;11120
