CATEGORÍA;ID MÉTRICA;NOMBRE MÉTRICA;EQUIPO;PERIODO;VALOR;DORSAL DEL JUGADOR;NOMBRE DEL JUGADOR;DORSAL DEL JUGADOR SECUNDARIO;NOMBRE DEL JUGADOR SECUNDARIO;ID JUGADOR;ID JUGADOR SECUNDARIO;ID EQUIPO;ID PARTIDO
CONTEXTO DEL PARTIDO;TeamCentroidGlobalMin30;Centroide colectivo global minuto 30;RCD Espanyol;Total Partido;43,08;;;;;;;36;11118
CONTEXTO DEL PARTIDO;TeamCentroidGlobalMin45;Centroide colectivo global minuto 45;Real Valladolid CF;Total Partido;48,57;;;;;;;51;11118
CONTEXTO DEL PARTIDO;TeamCentroidGlobalMin45;Centroide colectivo global minuto 45;RCD Espanyol;Total Partido;44,64;;;;;;;36;11118
CONTEXTO DEL PARTIDO;TeamCentroidGlobalMinE1T;Centroide colectivo global minuto +45;Real Valladolid CF;Total Partido;48,61;;;;;;;51;11118
CONTEXTO DEL PARTIDO;TeamCentroidGlobalMinE1T;Centroide colectivo global minuto +45;RCD Espanyol;Total Partido;44,63;;;;;;;36;11118
CONTEXTO DEL PARTIDO;TeamCentroidGlobalMin60;Centroide colectivo global minuto 60;Real Valladolid CF;Total Partido;48,43;;;;;;;51;11118
CONTEXTO DEL PARTIDO;TeamCentroidGlobalMin60;Centroide colectivo global minuto 60;RCD Espanyol;Total Partido;44,85;;;;;;;36;11118
CONTEXTO DEL PARTIDO;TeamCentroidGlobalMin75;Centroide colectivo global minuto 75;Real Valladolid CF;Total Partido;49,15;;;;;;;51;11118
CONTEXTO DEL PARTIDO;TeamCentroidGlobalMin75;Centroide colectivo global minuto 75;RCD Espanyol;Total Partido;44,12;;;;;;;36;11118
CONTEXTO DEL PARTIDO;TeamCentroidGlobalMin90;Centroide colectivo global minuto 90;Real Valladolid CF;Total Partido;49,14;;;;;;;51;11118
CONTEXTO DEL PARTIDO;TeamCentroidGlobalMin90;Centroide colectivo global minuto 90;RCD Espanyol;Total Partido;44,13;;;;;;;36;11118
CONTEXTO DEL PARTIDO;TeamCentroidGlobalMinE2T;Centroide colectivo global minuto +90;Real Valladolid CF;Total Partido;47,74;;;;;;;51;11118
CONTEXTO DEL PARTIDO;TeamCentroidGlobalMinE2T;Centroide colectivo global minuto +90;RCD Espanyol;Total Partido;45,61;;;;;;;36;11118
CONTEXTO DEL PARTIDO;TeamCentroidGlobal;Centroide colectivo global;Real Valladolid CF;Total Partido;47,74;;;;;;;51;11118
CONTEXTO DEL PARTIDO;TeamCentroidGlobal;Centroide colectivo global;RCD Espanyol;Total Partido;45,61;;;;;;;36;11118
CONTEXTO DEL PARTIDO;TeamCentroidDefensive;Centroide defensivo total (m);Real Valladolid CF;Total Partido;46;;;;;;;51;11118
CONTEXTO DEL PARTIDO;TeamCentroidDefensive;Centroide defensivo total (m);RCD Espanyol;Total Partido;43,98;;;;;;;36;11118
CONTEXTO DEL PARTIDO;TeamCentroidOffensive;Centroide ofensivo total (m);Real Valladolid CF;Total Partido;49,58;;;;;;;51;11118
CONTEXTO DEL PARTIDO;TeamCentroidOffensive;Centroide ofensivo total (m);RCD Espanyol;Total Partido;47,16;;;;;;;36;11118
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamPlayInitiative;Iniciativa de Juego (Puntos);Real Valladolid CF;Total Partido;55,772845953002616;;;;;;;51;11118
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamPlayInitiative;Iniciativa de Juego (Puntos);RCD Espanyol;Total Partido;44,2271540469974;;;;;;;36;11118
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamPlayInitiative1T;Iniciativa de Juego (Puntos);Real Valladolid CF;1P;57,03731343283582;;;;;;;51;11118
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamPlayInitiative1T;Iniciativa de Juego (Puntos);RCD Espanyol;1P;42,962686567164184;;;;;;;36;11118
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamPlayInitiative2T;Iniciativa de Juego (Puntos);Real Valladolid CF;2P;49,748020158387334;;;;;;;51;11118
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamPlayInitiative2T;Iniciativa de Juego (Puntos);RCD Espanyol;2P;50,25197984161267;;;;;;;36;11118
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamPossessionRatio;Ratio de Posesión Balón a Favor - en Contra (%);Real Valladolid CF;Total Partido;2,545691906005217;;;;;;;51;11118
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamPossessionRatio;Ratio de Posesión Balón a Favor - en Contra (%);RCD Espanyol;Total Partido;-2,545691906005217;;;;;;;36;11118
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamPossessionRatio1T;Ratio de Posesión Balón a Favor - en Contra (%);Real Valladolid CF;1P;5,07462686567164;;;;;;;51;11118
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamPossessionRatio1T;Ratio de Posesión Balón a Favor - en Contra (%);RCD Espanyol;1P;-5,07462686567164;;;;;;;36;11118
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamPossessionRatio2T;Ratio de Posesión Balón a Favor - en Contra (%);Real Valladolid CF;2P;-0,5039596832253395;;;;;;;51;11118
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamPossessionRatio2T;Ratio de Posesión Balón a Favor - en Contra (%);RCD Espanyol;2P;0,5039596832253395;;;;;;;36;11118
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamOffensiveDevelopment;Elaboración Ofensiva (Pases/Posesión);Real Valladolid CF;Total Partido;4,813186813186813;;;;;;;51;11118
